algorithm,metric,x_percent,mean,std,min,max,q1,q3
ra,true_negatives,50,4522.6,20.458250169552624,4475.0,4566.0,4516.75,4531.25
ra,true_positive_rate,50,0.6404134806003965,0.0028969484805370497,0.6336731804021524,0.6465590484282073,0.6395851033701501,0.6416383460775984
hits,true_positives,50,4287.15,10.640841132166196,4267.0,4305.0,4279.0,4295.75
hits,false_positives,50,2774.85,10.640841132166198,2757.0,2795.0,2766.25,2783.0
hits,false_negatives,50,2774.85,10.640841132166198,2757.0,2795.0,2766.25,2783.0
hits,true_negatives,50,4287.15,10.640841132166196,4267.0,4305.0,4279.0,4295.75
hits,true_positive_rate,50,0.6070730671197961,0.0015067744452232,0.6042197677711696,0.6096006796941377,0.6059190031152648,0.6082908524497309
katz,true_positives,50,4535.25,6.479776230704267,4523.0,4547.0,4529.75,4543.0
katz,false_positives,50,2526.75,6.479776230704267,2515.0,2539.0,2519.0,2532.25
katz,false_negatives,50,2526.75,6.479776230704267,2515.0,2539.0,2519.0,2532.25
katz,true_negatives,50,4535.25,6.479776230704267,4523.0,4547.0,4529.75,4543.0
katz,true_positive_rate,50,0.6422047578589635,0.0009175553994200421,0.640470121778533,0.6438685924667233,0.6414259416595864,0.6433021806853583
act,true_positives,50,4837.4,15.717506163510802,4798.0,4861.0,4831.0,4849.25
act,false_positives,50,2224.6,15.7175061635108,2201.0,2264.0,2212.75,2231.0
act,false_negatives,50,2224.6,15.7175061635108,2201.0,2264.0,2212.75,2231.0
act,true_negatives,50,4837.4,15.717506163510802,4798.0,4861.0,4831.0,4849.25
act,true_positive_rate,50,0.6849900877938262,0.0022256451661725983,0.6794109317473803,0.6883319173038799,0.6840838289436421,0.6866680826961201
lhn,true_positives,75,5877.3,38.20876862710966,5807.0,5945.0,5849.5,5905.0
lhn,false_positives,75,4715.7,38.20876862710966,4648.0,4786.0,4688.0,4743.5
lhn,false_negatives,75,4715.7,38.20876862710966,4648.0,4786.0,4688.0,4743.5
lhn,true_negatives,75,5877.3,38.20876862710966,5807.0,5945.0,5849.5,5905.0
lhn,true_positive_rate,75,0.5548286604361371,0.0036069827836410478,0.5481922023978099,0.5612196733692061,0.5522042858491456,0.5574435948267724
ra,true_positives,75,5877.3,38.20876862710966,5807.0,5945.0,5849.5,5905.0
ra,false_positives,75,4715.7,38.20876862710966,4648.0,4786.0,4688.0,4743.5
ra,false_negatives,75,4715.7,38.20876862710966,4648.0,4786.0,4688.0,4743.5
ra,true_negatives,75,5877.3,38.20876862710966,5807.0,5945.0,5849.5,5905.0
ra,true_positive_rate,75,0.5548286604361371,0.0036069827836410478,0.5481922023978099,0.5612196733692061,0.5522042858491456,0.5574435948267724
hits,true_positives,75,6216.1,23.98103417286252,6171.0,6249.0,6194.5,6235.0
hits,false_positives,75,4376.9,23.98103417286252,4344.0,4422.0,4358.0,4398.5
hits,false_negatives,75,4376.9,23.98103417286252,4344.0,4422.0,4358.0,4398.5
hits,true_negatives,75,6216.1,23.98103417286252,6171.0,6249.0,6194.5,6235.0
hits,true_positive_rate,75,0.5868120456905505,0.0022638567141378863,0.5825545171339563,0.5899178702917021,0.5847729632776362,0.5885962428018503
katz,true_positives,75,6628.05,27.01383904594088,6562.0,6663.0,6608.25,6646.75
katz,false_positives,75,3964.95,27.01383904594088,3930.0,4031.0,3946.25,3984.75
katz,false_negatives,75,3964.95,27.01383904594088,3930.0,4031.0,3946.25,3984.75
katz,true_negatives,75,6628.05,27.01383904594088,6562.0,6663.0,6608.25,6646.75
katz,true_positive_rate,75,0.6257009345794393,0.0025501594492533647,0.6194656848862456,0.6290002832058906,0.6238317757009346,0.6274662512980269
act,true_positives,75,6598.1,10.653168542738824,6581.0,6623.0,6591.0,6602.5
act,false_positives,75,3994.9,10.653168542738822,3970.0,4012.0,3990.5,4002.0
act,false_negatives,75,3994.9,10.653168542738822,3970.0,4012.0,3990.5,4002.0
act,true_negatives,75,6598.1,10.653168542738824,6581.0,6623.0,6591.0,6602.5
act,true_positive_rate,75,0.6228735957707922,0.0010056800285791283,0.6212593221939017,0.625224204663457,0.6222033418295101,0.6232889644104597
